Care Provider Name,Care Provider ID,Time Zone,Program Name,Outreach Program ID,Outreach Use Case,Category,Call Launch Date,Call Launch Hour,Scheduled Count,Launched Count
Middlesex Hospital,517569541b85b034fb000003,Eastern Time (US & Canada),MID-AMB,598361b6d27cbe5d10b9b0b9,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,1,1
Cabell Huntington Hospital,5dcdc295d27cbe63f6c3df60,Eastern Time (US & Canada),Cabell Huntington Hospital - Post Discharge,5dcdc37bd27cbe6136ca51dd,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,25,25
Charles B. Wang Community Health Center,5cd03c15d27cbe3fc1eab596,Eastern Time (US & Canada),CBWCHC Appointment Reminders - Cantonese,5d38850bd27cbeeff94e2e3b,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,39,39
Charles B. Wang Community Health Center,5cd03c15d27cbe3fc1eab596,Eastern Time (US & Canada),CBWCHC Appointment Reminders - Mandarin,5d43187bd27cbe7ffa05a829,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,133,130
UCSF Medical Center,520b9fed677aff2618000073,Pacific Time (US & Canada),UCSF COVID19 Negative Result Outreach Program,5e6f1b18ff16724a6208f554,call_on_date,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,385,358
Trinity Health of NE,591db38dd27cbe8dc3f577b5,Eastern Time (US & Canada),Saint Francis ED Follow Up,5923219dd27cbec4c44bcdda,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,355,340
Trinity Health of NE,591db38dd27cbe8dc3f577b5,Eastern Time (US & Canada),Johnson Memorial Hospital - Post Discharge,5df01463ff1672e8881e6ec8,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,4,4
Charleston Area Medical Center,517801601b85b02a1e000003,Eastern Time (US & Canada),COVID-19 Negative Results,5f2ae549d27cbe7f20f5a444,post_admit,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,19,16
Boone Memorial Hospital,5fc693e474410f1b1aad6bed,Eastern Time (US & Canada),COVID-19 Positive Results,5fc93fa874410f1bc2ad44da,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,1,1
Boone Memorial Hospital,5fc693e474410f1b1aad6bed,Eastern Time (US & Canada),COVID-19 Negative Results,5fc94780ff1672b4978ba858,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,1,1
Johns Hopkins Health System,59555bcdd27cbeae95530829,Eastern Time (US & Canada),JHM-Std-Appointment Reminders-5D,5efc9059ff1672fe6965e8c4,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,583,484
Phelps Health,5f4d41c2ff1672a740672261,Central Time (US & Canada),Phelps-Appointment Reminders-1D,5f4d43b0ff1672a6396a3336,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,138,133
Phelps Health,5f4d41c2ff1672a740672261,Central Time (US & Canada),Phelps-Appointment Reminders-No LT-5D,5f4d4435ff1672a894659a21,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,5,5
Phelps Health,5f4d41c2ff1672a740672261,Central Time (US & Canada),Phelps-Appointment Reminders-Telemedicine-1D,5f4d4386ff1672a6396a32da,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,2,2
Cabell Huntington Hospital,5dcdc295d27cbe63f6c3df60,Eastern Time (US & Canada),Cabell Huntington - COVID19 Negative Results,5fcabddbd27cbecf90331784,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,6,6
Community Health Network,59516787d27cbede1924d757,Eastern Time (US & Canada),CHNw-HRH&CHA-Inpatient PD,5ef4e58a74410f5a4b97a459,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,58,58
Johns Hopkins Health System,59555bcdd27cbeae95530829,Eastern Time (US & Canada),JHM-Video Visit-Appointment Reminders-2D,5efe3c3dff1672fe696735a0,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,39,35
Charleston Area Medical Center,517801601b85b02a1e000003,Eastern Time (US & Canada),COVID-19 Positive Results,5f2aefeeff167284b4f1e7db,post_admit,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,2,2
Community Health Network,59516787d27cbede1924d757,Eastern Time (US & Canada),CHNw-North South East CHVH-Inpatient PD,5eebd0ce74410fc09cafdea9,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,185,184
Community Health Network,59516787d27cbede1924d757,Eastern Time (US & Canada),CHNw-North South East CHVH-ED PD,5ef2587eff16723978888fd2,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,820,807
Community Health Network,59516787d27cbede1924d757,Eastern Time (US & Canada),CHNw-HRH&CHA-ED PD,5ef4eb3cff1672caaa276197,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,257,255
Community Health Network,59516787d27cbede1924d757,Eastern Time (US & Canada),CHNw KOOS PROMIS Pre-Op,60400f1574410f037796125d,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,5,0
Community Health Network,59516787d27cbede1924d757,Eastern Time (US & Canada),CHNw HOOS PROMIS Pre-Op,6034248774410ff23472bd3f,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,1,0
Community Health Network,59516787d27cbede1924d757,Eastern Time (US & Canada),CHNw HOOS PROMIS Post-Op,603e5044ff1672e803bd05bf,post_admit,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,49,0
University of Pennsylvania Health System,559d9b1452414928ff9d0000,Eastern Time (US & Canada),COVID-19 Pre Appt Screening v2,5fff69b874410f8790b44b59,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,8051,8039
Community Health Network,59516787d27cbede1924d757,Eastern Time (US & Canada),CHNw KOOS PROMIS Post-Op,604f62c2ff16722552c4ce89,post_admit,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,46,0
Intermountain Healthcare,550b3ab85241494278ba0000,Mountain Time (US & Canada),IM-ADLT-ED,60d1f18ed27cbe0b53f7f77b,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,886,874
Intermountain Healthcare,550b3ab85241494278ba0000,Mountain Time (US & Canada),IM-PEDS-ED,60dc436b74410f2ace2172a6,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,282,277
Community Health Network,59516787d27cbede1924d757,Eastern Time (US & Canada),CHNw-CHF-PD,61410c3174410fc734d99ebe,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,120,113
Community Health Network,59516787d27cbede1924d757,Eastern Time (US & Canada),CHNw Spine Pre-Op,61f95a0374410fa582a902fc,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,2,0
Henry Ford Health System,54130e4261706f24c3040000,Eastern Time (US & Canada),Henry Ford Wyandotte - CHF COPD,61f9ae5074410fa582a9df9a,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,20,19
Henry Ford Health System,54130e4261706f24c3040000,Eastern Time (US & Canada),Henry Ford - Sepsis,6202d9caff1672b2b7a563fa,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,28,25
Community Health Network,59516787d27cbede1924d757,Eastern Time (US & Canada),CHNw Spine Post-Op,621ce91aa8cd747bc69e4ed3,post_admit,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,1,0
Henry Ford Health System,54130e4261706f24c3040000,Eastern Time (US & Canada),Henry Ford Wyandotte - Sepsis,62100174d27cbe51b7db9962,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,14,13
Inova Health System,58bec27a9c055208405da427,Eastern Time (US & Canada),Inova 3D Appointment Reminder,62509bdbd27cbe022411a81e,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,395,374
Intermountain Healthcare,550b3ab85241494278ba0000,Mountain Time (US & Canada),Behavioral Health_2,626f92dfd27cbe883b72abbc,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,36,36
Inova Health System,58bec27a9c055208405da427,Eastern Time (US & Canada),Inova 3D Telehealth Appointment Reminder,6250a0a2c3a90a5125d0f432,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,23,21
Sentara Healthcare,51c9ccbb677aff4218000528,Eastern Time (US & Canada),Sentara-COVID Negative Result,62978967a8cd74369e3478f9,call_on_date,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,230,225
Sentara Healthcare,51c9ccbb677aff4218000528,Eastern Time (US & Canada),Sentara-COVID Positive Result,6297899fdacaff5d1517f996,call_on_date,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,51,46
Upstate University Hospital,5175aab31b85b034fb00007e,Eastern Time (US & Canada),UUH Inpatient,54a41059524149400ba90100,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,21,21
Intermountain Healthcare,550b3ab85241494278ba0000,Mountain Time (US & Canada),NICU Post Discharge,58050c81acc0db5aa62514d6,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,2,2
University of Illinois,58dd445b9c055263862ee74b,Central Time (US & Canada),University of Illinois Inpatient,58ff54e9d27cbe25605eeaee,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,77,77
Upstate University Hospital,5175aab31b85b034fb00007e,Eastern Time (US & Canada), COM - SDS,5bb23ce0ff167274f2a1b0e9,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,1,0
Eskenazi Health,59893d6974410f2220d54d06,Eastern Time (US & Canada),Eskenazi Health 24 Hour Appointment Reminder - IN PERSON,5dc9a703ff16723f46791395,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,1,1
Cambridge Health Alliance,5ae74f5fd27cbe53d0832236,Eastern Time (US & Canada),Appointment Reminder (5 Days),5c61d721d27cbe59eab98337,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,820,781
Eskenazi Health,59893d6974410f2220d54d06,Eastern Time (US & Canada),Eskenazi Health Core Appointment Reminder,5a0f53cb74410f87de79e893,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,2175,2110
Cedars-Sinai Medical Center,5acfa72aff16722d8f9117b0,Pacific Time (US & Canada),Cedars-Sinai Inpatient Program,5af33d36ff16723c4cafb73e,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,117,116
Cambridge Health Alliance,5ae74f5fd27cbe53d0832236,Eastern Time (US & Canada),Appointment Reminder (1 Day),5c61d65fd27cbe685ccf11ff,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,1197,1149
Providence Health & Services,51c0c559677affbffc001ed2,Pacific Time (US & Canada),Kadlec ED PD Outreach,5d0a861dff16723f8aa4e68b,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,129,127
UCSF Medical Center,520b9fed677aff2618000073,Pacific Time (US & Canada),UCSF COVID19 Negative Result Outreach Program (ED/Periop),5eb5b8abd27cbe3de63e2102,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,11,11
Seattle Childrens Hospital,5978d9d4d27cbea259272282,Pacific Time (US & Canada),Seattle Children's Pediatric Inpatient,5a29d04dff167228829ac3f5,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,41,41
Cedars-Sinai Medical Center,5acfa72aff16722d8f9117b0,Pacific Time (US & Canada),Cedars-Sinai OB PD Outreach Program,5c40e17274410f160b652d32,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,15,15
Intermountain Healthcare,550b3ab85241494278ba0000,Mountain Time (US & Canada),Mother Baby Post Discharge 2,58fee971d27cbe95e4dd0376,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,48,48
Eskenazi Health,59893d6974410f2220d54d06,Eastern Time (US & Canada),Eskenazi Health Batched Core Appointment Reminder,5dcdb1d4d27cbe6363c4bb3d,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,62,60
UC Irvine,5eb9b129ff1672391b6812ba,Pacific Time (US & Canada),UCI Health - Inpatient Post Discharge,5eb9b1b0ff167237a669e813,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,33,32
Cedars-Sinai Medical Center,5acfa72aff16722d8f9117b0,Pacific Time (US & Canada),Marina Del Rey Inpatient Program,5d026446ff1672016a6ac3ae,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,14,14
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),5D-AR-New Patient,5f8850a774410f287a4c5279,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,1,0
Boone Memorial Hospital,5fc693e474410f1b1aad6bed,Eastern Time (US & Canada),COVID-19 Negative Results,5fc94780ff1672b4978ba858,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,1,1
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),5D-AR-V2-no Live Transfer,5fc6845dd27cbed020275db4,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,128,124
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),2D-AR-V2-No Live Transfer,5fc7bd19d27cbed30a25cea2,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,54,51
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),5D-Confirm Only No Arrival,5f8ee117d27cbe5f17178d56,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,6,6
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),2D-AR-New Patient,5f87499bff16729264c52dae,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,1,1
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),5D-AR-V3-NoLiveTransfer,5fc7b6cfff1672b8bb84dd88,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,8,8
Providence Health & Services,51c0c559677affbffc001ed2,Pacific Time (US & Canada),PHS SoCal High Risk Inpatient Care Call 818 - Holy Cross,5faea646d27cbe75428104c6,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,18,18
Cambridge Health Alliance,5ae74f5fd27cbe53d0832236,Eastern Time (US & Canada),Telehealth Appointment Reminder (4 Day),5fdbdd44d27cbe5ba821cb93,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,38,35
Inova Health System,58bec27a9c055208405da427,Eastern Time (US & Canada),Inova COVID-19 Negative Results,5f90a5a174410faf65590126,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,234,227
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),2D-AR-General Confirm Only,5f3bfc97d27cbefcc87718c4,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,5,5
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),2D-Confirm Only No Arrival,5f88521d74410f29d848391d,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,91,85
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),2D-AR-V3-Live Transfer,5fc8184174410f154db476bd,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,61,59
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),2D-AR-Telehealth,5fc8197b74410f1abdae71ad,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,23,23
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),AR-Ortho Trauma,5f62363774410ff55ce98831,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,75,43
Cambridge Health Alliance,5ae74f5fd27cbe53d0832236,Eastern Time (US & Canada),Telehealth Appointment Reminder (1 Day),5fdb7ba1d27cbe5ba820d6ce,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,17,16
Providence Health & Services,51c0c559677affbffc001ed2,Pacific Time (US & Canada),PHS SoCal High Risk Inpatient Care Call 310,5f748ea574410f58b198e4ce,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,33,33
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),Enloe -  5 Day Appointment Reminder AntiCoag (Spanish),5f0f5063d27cbed963faf91c,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,3,2
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),2D-AR-Live Transfer,5fc80891ff1672b3e791592f,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,109,109
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),AR-CT/MRI/PET,5f49426ed27cbe4f73ee5dfd,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,14,14
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),1D-AR,5fc94d33ff1672b5508823b4,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,675,587
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),Enloe -  5 Day Appointment Reminder AntiCoag (English),5f0f4fd8d27cbeda9ef9eaaa,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,43,41
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),5D-AR-No Live Transfer Dec2020,5fc5126e74410f1bc2acb13b,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,51,39
UCSF Medical Center,520b9fed677aff2618000073,Pacific Time (US & Canada),UCSF Mission Bay Emergency Department 2,5f970530d27cbe89509dea0d,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,31,31
